projection,unit,sex,age,geo,time,value
Baseline projections,Person,Females,Total,Czechia,2096,4949890
Baseline projections,Person,Females,Total,Czechia,2097,4946231
Baseline projections,Person,Females,Total,Czechia,2098,4942271
Baseline projections,Person,Females,Total,Czechia,2099,4937950
Baseline projections,Person,Females,Total,Czechia,2100,4933200
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2018,41948786
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2019,42035298
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2020,42101542
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2021,42154749
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2022,42198499
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2023,42232651
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2024,42260189
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2025,42285134
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2026,42304708
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2027,42321079
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2028,42331679
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2029,42338843
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2030,42340424
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2031,42336162
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2032,42327113
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2033,42314542
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2034,42299302
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2035,42280514
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2036,42257660
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2037,42232943
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2038,42203518
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2039,42170669
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2040,42136599
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2041,42100728
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2042,42063619
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2043,42024841
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2044,41983599
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2045,41939766
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2046,41894893
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2047,41846026
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2048,41793407
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2049,41735811
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2050,41673915
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2051,41608240
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2052,41540778
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2053,41470889
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2054,41399364
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2055,41324581
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2056,41248628
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2057,41167623
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2058,41084977
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2059,41002480
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2060,40920560
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2061,40841025
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2062,40766368
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2063,40696738
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2064,40630638
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2065,40568872
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2066,40512575
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2067,40459832
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2068,40411623
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2069,40367389
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2070,40326318
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2071,40287522
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2072,40250042
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2073,40213297
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2074,40177124
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2075,40139720
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2076,40102346
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2077,40063477
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2078,40024732
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2079,39985680
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2080,39947733
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2081,39910316
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2082,39874680
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2083,39839194
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2084,39804100
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2085,39770021
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2086,39737123
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2087,39705512
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2088,39675314
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2089,39646592
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2090,39619417
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2091,39593646
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2092,39569256
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2093,39545920
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2094,39523293
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2095,39501161
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2096,39479265
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2097,39457398
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2098,39435477
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2099,39413470
Baseline projections,Person,Females,Total,Germany (until 1990 former territory of the FRG),2100,39391214
Baseline projections,Person,Females,Total,Denmark,2018,2904717
Baseline projections,Person,Females,Total,Denmark,2019,2916558
Baseline projections,Person,Females,Total,Denmark,2020,2932928
Baseline projections,Person,Females,Total,Denmark,2021,2949725
Baseline projections,Person,Females,Total,Denmark,2022,2966706
Baseline projections,Person,Females,Total,Denmark,2023,2983728
Baseline projections,Person,Females,Total,Denmark,2024,3000724
Baseline projections,Person,Females,Total,Denmark,2025,3017555
Baseline projections,Person,Females,Total,Denmark,2026,3034096
Baseline projections,Person,Females,Total,Denmark,2027,3050198
Baseline projections,Person,Females,Total,Denmark,2028,3065833
Baseline projections,Person,Females,Total,Denmark,2029,3081109
Baseline projections,Person,Females,Total,Denmark,2030,3095723
Baseline projections,Person,Females,Total,Denmark,2031,3109673
Baseline projections,Person,Females,Total,Denmark,2032,3122829
Baseline projections,Person,Females,Total,Denmark,2033,3134955
Baseline projections,Person,Females,Total,Denmark,2034,3146100
Baseline projections,Person,Females,Total,Denmark,2035,3156510
Baseline projections,Person,Females,Total,Denmark,2036,3166185
Baseline projections,Person,Females,Total,Denmark,2037,3175162
Baseline projections,Person,Females,Total,Denmark,2038,3183490
Baseline projections,Person,Females,Total,Denmark,2039,3191178
Baseline projections,Person,Females,Total,Denmark,2040,3198262
Baseline projections,Person,Females,Total,Denmark,2041,3204797
Baseline projections,Person,Females,Total,Denmark,2042,3210819
Baseline projections,Person,Females,Total,Denmark,2043,3216390
Baseline projections,Person,Females,Total,Denmark,2044,3221566
Baseline projections,Person,Females,Total,Denmark,2045,3226402
Baseline projections,Person,Females,Total,Denmark,2046,3230964
Baseline projections,Person,Females,Total,Denmark,2047,3235278
Baseline projections,Person,Females,Total,Denmark,2048,3239368
Baseline projections,Person,Females,Total,Denmark,2049,3243238
Baseline projections,Person,Females,Total,Denmark,2050,3246892
Baseline projections,Person,Females,Total,Denmark,2051,3250326
Baseline projections,Person,Females,Total,Denmark,2052,3253705
Baseline projections,Person,Females,Total,Denmark,2053,3257013
Baseline projections,Person,Females,Total,Denmark,2054,3260407
Baseline projections,Person,Females,Total,Denmark,2055,3263873
Baseline projections,Person,Females,Total,Denmark,2056,3267378
Baseline projections,Person,Females,Total,Denmark,2057,3270840
Baseline projections,Person,Females,Total,Denmark,2058,3274347
Baseline projections,Person,Females,Total,Denmark,2059,3277742
Baseline projections,Person,Females,Total,Denmark,2060,3281160
Baseline projections,Person,Females,Total,Denmark,2061,3284416
Baseline projections,Person,Females,Total,Denmark,2062,3287402
Baseline projections,Person,Females,Total,Denmark,2063,3290162
Baseline projections,Person,Females,Total,Denmark,2064,3292679
Baseline projections,Person,Females,Total,Denmark,2065,3295131
Baseline projections,Person,Females,Total,Denmark,2066,3297553
Baseline projections,Person,Females,Total,Denmark,2067,3299830
Baseline projections,Person,Females,Total,Denmark,2068,3301983
Baseline projections,Person,Females,Total,Denmark,2069,3304121
Baseline projections,Person,Females,Total,Denmark,2070,3306202
Baseline projections,Person,Females,Total,Denmark,2071,3308201
Baseline projections,Person,Females,Total,Denmark,2072,3310138
Baseline projections,Person,Females,Total,Denmark,2073,3311947
Baseline projections,Person,Females,Total,Denmark,2074,3313705
Baseline projections,Person,Females,Total,Denmark,2075,3315265
Baseline projections,Person,Females,Total,Denmark,2076,3316737
Baseline projections,Person,Females,Total,Denmark,2077,3317890
Baseline projections,Person,Females,Total,Denmark,2078,3318804
Baseline projections,Person,Females,Total,Denmark,2079,3319479
Baseline projections,Person,Females,Total,Denmark,2080,3319885
Baseline projections,Person,Females,Total,Denmark,2081,3320010
Baseline projections,Person,Females,Total,Denmark,2082,3319976
Baseline projections,Person,Females,Total,Denmark,2083,3319622
Baseline projections,Person,Females,Total,Denmark,2084,3318915
Baseline projections,Person,Females,Total,Denmark,2085,3317933
Baseline projections,Person,Females,Total,Denmark,2086,3316662
Baseline projections,Person,Females,Total,Denmark,2087,3315145
Baseline projections,Person,Females,Total,Denmark,2088,3313405
Baseline projections,Person,Females,Total,Denmark,2089,3311475
Baseline projections,Person,Females,Total,Denmark,2090,3309399
Baseline projections,Person,Females,Total,Denmark,2091,3307215
