"TIME","REP_AIRP","TRA_INFR","Value","Flag and Footnotes"
"2008","PISA/S. GIUSTO airport","Airport runways",":",""
"2008","PISA/S. GIUSTO airport","Check-in facilities",":",""
"2008","PISA/S. GIUSTO airport","Check-in facilities - conventional desks",":",""
"2008","PISA/S. GIUSTO airport","Check-in facilities - self service kiosks",":",""
"2008","PISA/S. GIUSTO airport","Passenger gates",":",""
"2008","FIRENZE/PERETOLA airport","Airport runways",":",""
"2008","FIRENZE/PERETOLA airport","Check-in facilities",":",""
"2008","FIRENZE/PERETOLA airport","Check-in facilities - conventional desks",":",""
"2008","FIRENZE/PERETOLA airport","Check-in facilities - self service kiosks",":",""
"2008","FIRENZE/PERETOLA airport","Passenger gates",":",""
"2008","LARNAKA/INTL airport","Airport runways","1",""
"2008","LARNAKA/INTL airport","Check-in facilities","54",""
"2008","LARNAKA/INTL airport","Check-in facilities - conventional desks","54",""
"2008","LARNAKA/INTL airport","Check-in facilities - self service kiosks",":",""
"2008","LARNAKA/INTL airport","Passenger gates","9",""
"2008","PAFOS/INTL airport","Airport runways","1",""
"2008","PAFOS/INTL airport","Check-in facilities","28",""
"2008","PAFOS/INTL airport","Check-in facilities - conventional desks","28",""
"2008","PAFOS/INTL airport","Check-in facilities - self service kiosks","0",""
"2008","PAFOS/INTL airport","Passenger gates","6",""
"2008","RIGA airport","Airport runways","1",""
"2008","RIGA airport","Check-in facilities","31",""
"2008","RIGA airport","Check-in facilities - conventional desks","31",""
"2008","RIGA airport","Check-in facilities - self service kiosks","0",""
"2008","RIGA airport","Passenger gates","13",""
"2008","VILNIUS/INTERNATIONAL airport","Airport runways","1",""
"2008","VILNIUS/INTERNATIONAL airport","Check-in facilities","30",""
"2008","VILNIUS/INTERNATIONAL airport","Check-in facilities - conventional desks","30",""
"2008","VILNIUS/INTERNATIONAL airport","Check-in facilities - self service kiosks",":",""
"2008","VILNIUS/INTERNATIONAL airport","Passenger gates","14",""
"2008","LUXEMBOURG airport","Airport runways","1",""
"2008","LUXEMBOURG airport","Check-in facilities",":",""
"2008","LUXEMBOURG airport","Check-in facilities - conventional desks",":",""
"2008","LUXEMBOURG airport","Check-in facilities - self service kiosks",":",""
"2008","LUXEMBOURG airport","Passenger gates",":",""
"2008","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Airport runways","2",""
"2008","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities","84",""
"2008","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities - conventional desks","73",""
"2008","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities - self service kiosks","11",""
"2008","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Passenger gates","32",""
"2008","LUQA airport","Airport runways",":",""
"2008","LUQA airport","Check-in facilities",":",""
"2008","LUQA airport","Check-in facilities - conventional desks",":",""
"2008","LUQA airport","Check-in facilities - self service kiosks",":",""
"2008","LUQA airport","Passenger gates",":",""
"2008","AMSTERDAM/SCHIPHOL airport","Airport runways","6",""
"2008","AMSTERDAM/SCHIPHOL airport","Check-in facilities","311",""
"2008","AMSTERDAM/SCHIPHOL airport","Check-in facilities - conventional desks",":",""
"2008","AMSTERDAM/SCHIPHOL airport","Check-in facilities - self service kiosks",":",""
"2008","AMSTERDAM/SCHIPHOL airport","Passenger gates","105",""
"2008","WIEN-SCHWECHAT airport","Airport runways","2",""
"2008","WIEN-SCHWECHAT airport","Check-in facilities","112",""
"2008","WIEN-SCHWECHAT airport","Check-in facilities - conventional desks",":",""
"2008","WIEN-SCHWECHAT airport","Check-in facilities - self service kiosks",":",""
"2008","WIEN-SCHWECHAT airport","Passenger gates",":",""
"2008","WARSZAWA/CHOPINA airport","Airport runways","2",""
"2008","WARSZAWA/CHOPINA airport","Check-in facilities","54",""
"2008","WARSZAWA/CHOPINA airport","Check-in facilities - conventional desks",":",""
"2008","WARSZAWA/CHOPINA airport","Check-in facilities - self service kiosks",":",""
"2008","WARSZAWA/CHOPINA airport","Passenger gates","13",""
"2008","FARO airport","Airport runways","1",""
"2008","FARO airport","Check-in facilities","31",""
"2008","FARO airport","Check-in facilities - conventional desks",":",""
"2008","FARO airport","Check-in facilities - self service kiosks",":",""
"2008","FARO airport","Passenger gates","10",""
"2008","MADEIRA airport","Airport runways","2",""
"2008","MADEIRA airport","Check-in facilities","16",""
"2008","MADEIRA airport","Check-in facilities - conventional desks",":",""
"2008","MADEIRA airport","Check-in facilities - self service kiosks",":",""
"2008","MADEIRA airport","Passenger gates","4",""
"2008","PORTO airport","Airport runways","1",""
"2008","PORTO airport","Check-in facilities","60",""
"2008","PORTO airport","Check-in facilities - conventional desks",":",""
"2008","PORTO airport","Check-in facilities - self service kiosks",":",""
"2008","PORTO airport","Passenger gates","22",""
"2009","BRUSSELS airport","Airport runways","3",""
"2009","BRUSSELS airport","Check-in facilities","120",""
"2009","BRUSSELS airport","Check-in facilities - conventional desks",":",""
"2009","BRUSSELS airport","Check-in facilities - self service kiosks",":",""
"2009","BRUSSELS airport","Passenger gates","98",""
"2009","CHARLEROI/BRUSSELS SOUTH airport","Airport runways",":",""
"2009","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities",":",""
"2009","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities - conventional desks",":",""
"2009","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities - self service kiosks",":",""
"2009","CHARLEROI/BRUSSELS SOUTH airport","Passenger gates",":",""
"2009","SOFIA airport","Airport runways","1",""
"2009","SOFIA airport","Check-in facilities","80",""
"2009","SOFIA airport","Check-in facilities - conventional desks","80",""
"2009","SOFIA airport","Check-in facilities - self service kiosks","0",""
"2009","SOFIA airport","Passenger gates","15",""
"2009","PRAHA/RUZYNE airport","Airport runways","2",""
"2009","PRAHA/RUZYNE airport","Check-in facilities","147",""
"2009","PRAHA/RUZYNE airport","Check-in facilities - conventional desks","122",""
"2009","PRAHA/RUZYNE airport","Check-in facilities - self service kiosks","25",""
"2009","PRAHA/RUZYNE airport","Passenger gates","53",""
"2009","BILLUND airport","Airport runways","1",""
"2009","BILLUND airport","Check-in facilities","19",""
"2009","BILLUND airport","Check-in facilities - conventional desks",":",""
"2009","BILLUND airport","Check-in facilities - self service kiosks",":",""
"2009","BILLUND airport","Passenger gates","13",""
"2009","KOBENHAVN/KASTRUP airport","Airport runways","3",""
"2009","KOBENHAVN/KASTRUP airport","Check-in facilities","80",""
"2009","KOBENHAVN/KASTRUP airport","Check-in facilities - conventional desks",":",""
"2009","KOBENHAVN/KASTRUP airport","Check-in facilities - self service kiosks",":",""
"2009","KOBENHAVN/KASTRUP airport","Passenger gates","90",""
"2009","BERLIN-SCHOENEFELD airport","Airport runways","1",""
"2009","BERLIN-SCHOENEFELD airport","Check-in facilities","52",""
"2009","BERLIN-SCHOENEFELD airport","Check-in facilities - conventional desks",":",""
"2009","BERLIN-SCHOENEFELD airport","Check-in facilities - self service kiosks",":",""
"2009","BERLIN-SCHOENEFELD airport","Passenger gates","10",""
"2009","DRESDEN airport","Airport runways","1",""
"2009","DRESDEN airport","Check-in facilities","24",""
"2009","DRESDEN airport","Check-in facilities - conventional desks",":",""
"2009","DRESDEN airport","Check-in facilities - self service kiosks",":",""
"2009","DRESDEN airport","Passenger gates","12",""
"2009","FRANKFURT/MAIN airport","Airport runways","3",""
"2009","FRANKFURT/MAIN airport","Check-in facilities","481",""
"2009","FRANKFURT/MAIN airport","Check-in facilities - conventional desks",":",""
"2009","FRANKFURT/MAIN airport","Check-in facilities - self service kiosks",":",""
"2009","FRANKFURT/MAIN airport","Passenger gates","147",""
"2009","MUENSTER/OSNABRUECK airport","Airport runways","1",""
"2009","MUENSTER/OSNABRUECK airport","Check-in facilities","38",""
"2009","MUENSTER/OSNABRUECK airport","Check-in facilities - conventional desks",":",""
"2009","MUENSTER/OSNABRUECK airport","Check-in facilities - self service kiosks",":",""
"2009","MUENSTER/OSNABRUECK airport","Passenger gates","18",""
"2009","HAMBURG airport","Airport runways","2",""
"2009","HAMBURG airport","Check-in facilities","120",""
"2009","HAMBURG airport","Check-in facilities - conventional desks",":",""
"2009","HAMBURG airport","Check-in facilities - self service kiosks",":",""
"2009","HAMBURG airport","Passenger gates","55",""
"2009","KOELN/BONN airport","Airport runways","3",""
"2009","KOELN/BONN airport","Check-in facilities","80",""
"2009","KOELN/BONN airport","Check-in facilities - conventional desks",":",""
"2009","KOELN/BONN airport","Check-in facilities - self service kiosks",":",""
"2009","KOELN/BONN airport","Passenger gates","55",""
"2009","DUESSELDORF airport","Airport runways","3",""
"2009","DUESSELDORF airport","Check-in facilities",":",""
"2009","DUESSELDORF airport","Check-in facilities - conventional desks",":",""
"2009","DUESSELDORF airport","Check-in facilities - self service kiosks",":",""
"2009","DUESSELDORF airport","Passenger gates",":",""
"2009","MUENCHEN airport","Airport runways","2",""
"2009","MUENCHEN airport","Check-in facilities","202",""
"2009","MUENCHEN airport","Check-in facilities - conventional desks",":",""
"2009","MUENCHEN airport","Check-in facilities - self service kiosks",":",""
"2009","MUENCHEN airport","Passenger gates","142",""
"2009","NUERNBERG airport","Airport runways","1",""
"2009","NUERNBERG airport","Check-in facilities","41",""
"2009","NUERNBERG airport","Check-in facilities - conventional desks",":",""
"2009","NUERNBERG airport","Check-in facilities - self service kiosks",":",""
"2009","NUERNBERG airport","Passenger gates","35",""
"2009","LEIPZIG/HALLE airport","Airport runways","2",""
"2009","LEIPZIG/HALLE airport","Check-in facilities","40",""
"2009","LEIPZIG/HALLE airport","Check-in facilities - conventional desks",":",""
"2009","LEIPZIG/HALLE airport","Check-in facilities - self service kiosks",":",""
"2009","LEIPZIG/HALLE airport","Passenger gates","11",""
"2009","STUTTGART airport","Airport runways","1",""
"2009","STUTTGART airport","Check-in facilities","78",""
"2009","STUTTGART airport","Check-in facilities - conventional desks",":",""
"2009","STUTTGART airport","Check-in facilities - self service kiosks",":",""
"2009","STUTTGART airport","Passenger gates","38",""
"2009","BERLIN-TEGEL airport","Airport runways","2",""
"2009","BERLIN-TEGEL airport","Check-in facilities","73",""
"2009","BERLIN-TEGEL airport","Check-in facilities - conventional desks",":",""
"2009","BERLIN-TEGEL airport","Check-in facilities - self service kiosks",":",""
"2009","BERLIN-TEGEL airport","Passenger gates","17",""
"2009","HANNOVER airport","Airport runways","3",""
"2009","HANNOVER airport","Check-in facilities",":",""
"2009","HANNOVER airport","Check-in facilities - conventional desks",":",""
"2009","HANNOVER airport","Check-in facilities - self service kiosks",":",""
"2009","HANNOVER airport","Passenger gates","13",""
"2009","BREMEN airport","Airport runways","2",""
"2009","BREMEN airport","Check-in facilities",":",""
"2009","BREMEN airport","Check-in facilities - conventional desks",":",""
"2009","BREMEN airport","Check-in facilities - self service kiosks",":",""
"2009","BREMEN airport","Passenger gates",":",""
"2009","LENNART MERI TALLINN airport","Airport runways","1",""
"2009","LENNART MERI TALLINN airport","Check-in facilities","35",""
"2009","LENNART MERI TALLINN airport","Check-in facilities - conventional desks","27",""
"2009","LENNART MERI TALLINN airport","Check-in facilities - self service kiosks","8",""
"2009","LENNART MERI TALLINN airport","Passenger gates","14",""
"2009","CORK airport","Airport runways","2",""
"2009","CORK airport","Check-in facilities","14",""
"2009","CORK airport","Check-in facilities - conventional desks",":",""
"2009","CORK airport","Check-in facilities - self service kiosks",":",""
"2009","CORK airport","Passenger gates","5",""
"2009","DUBLIN airport","Airport runways","3",""
"2009","DUBLIN airport","Check-in facilities",":",""
"2009","DUBLIN airport","Check-in facilities - conventional desks",":",""
"2009","DUBLIN airport","Check-in facilities - self service kiosks",":",""
"2009","DUBLIN airport","Passenger gates",":",""
"2009","KERRY airport","Airport runways",":",""
"2009","KERRY airport","Check-in facilities",":",""
"2009","KERRY airport","Check-in facilities - conventional desks",":",""
"2009","KERRY airport","Check-in facilities - self service kiosks",":",""
"2009","KERRY airport","Passenger gates",":",""
"2009","SHANNON airport","Airport runways","1",""
"2009","SHANNON airport","Check-in facilities","37",""
"2009","SHANNON airport","Check-in facilities - conventional desks",":",""
"2009","SHANNON airport","Check-in facilities - self service kiosks",":",""
"2009","SHANNON airport","Passenger gates","14",""
"2009","ATHINAI/ELEFTHERIOS VENIZELOS airport","Airport runways","2",""
"2009","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities","157",""
"2009","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - conventional desks",":",""
"2009","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - self service kiosks",":",""
"2009","ATHINAI/ELEFTHERIOS VENIZELOS airport","Passenger gates","55",""
"2009","ELEFSIS airport","Airport runways",":",""
"2009","ELEFSIS airport","Check-in facilities",":",""
"2009","ELEFSIS airport","Check-in facilities - conventional desks",":",""
"2009","ELEFSIS airport","Check-in facilities - self service kiosks",":",""
"2009","ELEFSIS airport","Passenger gates",":",""
"2009","IRAKLION/NIKOS KAZANTZAKIS airport","Airport runways","2",""
"2009","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities","35",""
"2009","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - conventional desks",":",""
"2009","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - self service kiosks",":",""
"2009","IRAKLION/NIKOS KAZANTZAKIS airport","Passenger gates","10",""
"2009","KOS/IPPOKRATIS airport","Airport runways","1",""
"2009","KOS/IPPOKRATIS airport","Check-in facilities","12",""
"2009","KOS/IPPOKRATIS airport","Check-in facilities - conventional desks",":",""
"2009","KOS/IPPOKRATIS airport","Check-in facilities - self service kiosks",":",""
"2009","KOS/IPPOKRATIS airport","Passenger gates","5",""
"2009","KERKIRA/IOANNIS KAPODISTRIAS airport","Airport runways","1",""
"2009","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities","20",""
"2009","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - conventional desks",":",""
"2009","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - self service kiosks",":",""
"2009","KERKIRA/IOANNIS KAPODISTRIAS airport","Passenger gates","6",""
"2009","RODOS/DIAGORAS airport","Airport runways","1",""
"2009","RODOS/DIAGORAS airport","Check-in facilities","40",""
"2009","RODOS/DIAGORAS airport","Check-in facilities - conventional desks",":",""
"2009","RODOS/DIAGORAS airport","Check-in facilities - self service kiosks",":",""
"2009","RODOS/DIAGORAS airport","Passenger gates","16",""
"2009","THESSALONIKI/MAKEDONIA airport","Airport runways","2",""
"2009","THESSALONIKI/MAKEDONIA airport","Check-in facilities","34",""
"2009","THESSALONIKI/MAKEDONIA airport","Check-in facilities - conventional desks",":",""
"2009","THESSALONIKI/MAKEDONIA airport","Check-in facilities - self service kiosks",":",""
